orderkey,partkey,suppkey,linenumber,quantity,extendedprice,sale,tax,returnflag,linestatus,shipdate,commitdate,receiptdate,shipinstruct,shipmode,comment,surcharge
415,94,1,5,32,48692.42,0,0.08,R,O,7/25/1995,9/11/1996,9/10/1998,DELIVER IN PERSON,SHIP,line comment 193,100.99
1161,134,4,6,36,100960.33,0.01,0,N,F,1/4/1998,1/19/1995,10/1/1995,COLLECT COD,REG AIR,line comment 194,100.99
1131,72,2,7,46,48353.67,0,0.08,A,O,12/25/1995,9/18/1993,6/27/1994,NONE,RAIL,line comment 195,100.99
1100,14,6,1,14,24580.35,0.1,0.06,A,O,2/7/1994,3/16/1995,5/14/1998,DELIVER IN PERSON,TRUCK,line comment 196,100.99
1226,125,5,2,6,50431.53,0.01,0.08,A,O,5/31/1995,10/27/1997,4/2/1994,TAKE BACK RETURN,AIR,line comment 197,100.99
834,154,5,3,42,21168.81,0.1,0,R,O,10/29/1995,9/8/1996,9/9/1998,TAKE BACK RETURN,FOB,line comment 198,100.99
510,88,5,4,19,99896.88,0.05,0.04,A,F,12/20/1998,12/8/1997,4/2/1994,COLLECT COD,TRUCK,line comment 199,100.99
367,17,7,5,1,34113.55,0.1,0.06,A,F,10/31/1994,1/23/1994,12/21/1997,NONE,REG AIR,line comment 200,100.99
475,55,5,6,44,56940.3,0.02,0.02,A,F,3/22/1994,8/3/1996,12/13/1998,TAKE BACK RETURN,RAIL,line comment 201,100.99
664,41,4,7,44,32121.39,0.04,0.08,R,O,9/26/1994,10/9/1994,10/6/1994,NONE,FOB,line comment 202,100.99
539,121,5,1,31,68895.7,0.08,0.04,R,O,7/26/1995,6/8/1996,9/28/1996,NONE,AIR,line comment 203,100.99
855,2,7,2,48,33711.82,0.05,0.06,N,F,5/31/1997,12/19/1996,7/28/1994,TAKE BACK RETURN,AIR,line comment 204,100.99
604,96,1,3,18,2926.85,0.04,0.02,R,F,11/15/1995,4/16/1997,8/27/1996,COLLECT COD,AIR,line comment 205,100.99
153,63,3,4,14,65156.68,0.1,0.04,R,F,3/14/1994,4/9/1998,7/8/1993,TAKE BACK RETURN,REG AIR,line comment 206,100.99
122,26,1,5,46,51576.65,0.05,0.08,A,F,3/17/1997,2/5/1996,2/22/1997,TAKE BACK RETURN,SHIP,line comment 207,100.99
311,39,10,6,8,49995.04,0.01,0.04,R,O,8/22/1997,12/27/1993,12/1/1997,COLLECT COD,SHIP,line comment 208,100.99
597,177,1,7,37,57772.18,0.05,0.08,N,O,12/16/1998,7/9/1996,1/19/1997,TAKE BACK RETURN,REG AIR,line comment 209,100.99
742,86,4,1,14,20059.77,0.1,0.02,A,F,3/3/1998,11/12/1995,4/5/1993,COLLECT COD,RAIL,line comment 210,100.99
1083,16,9,2,42,43641.55,0.08,0.06,R,O,7/16/1993,11/26/1997,5/12/1993,NONE,AIR,line comment 211,100.99
1158,24,9,3,35,52093.59,0.06,0,N,O,11/6/1993,10/5/1998,12/26/1993,TAKE BACK RETURN,FOB,line comment 212,100.99
954,116,3,4,42,104216.42,0.01,0.06,A,F,2/9/1996,10/27/1993,1/15/1995,NONE,TRUCK,line comment 213,100.99
1178,76,1,5,34,82174.8,0.08,0,A,F,7/3/1997,3/19/1993,2/4/1993,COLLECT COD,SHIP,line comment 214,100.99
1091,118,4,6,28,16559,0.04,0.08,A,F,8/30/1996,9/18/1994,2/13/1995,COLLECT COD,MAIL,line comment 215,100.99
261,139,6,7,20,19794.1,0,0.08,N,F,6/11/1993,7/15/1996,8/1/1995,COLLECT COD,MAIL,line comment 216,100.99
728,7,3,1,20,17890.21,0.05,0.02,R,O,6/9/1995,3/17/1997,4/15/1993,TAKE BACK RETURN,AIR,line comment 217,100.99
916,113,7,2,48,89778.27,0.04,0.06,N,O,7/21/1993,4/8/1997,5/26/1994,DELIVER IN PERSON,MAIL,line comment 218,100.99
247,126,10,3,33,95927.12,0.01,0.02,R,F,5/9/1995,8/28/1997,2/22/1995,COLLECT COD,RAIL,line comment 219,100.99
936,5,1,4,33,38343.27,0.05,0.08,R,F,4/4/1994,6/28/1997,2/14/1994,NONE,SHIP,line comment 220,100.99
1437,22,7,5,20,87941.43,0.08,0.04,R,O,7/29/1995,1/31/1996,8/17/1996,DELIVER IN PERSON,MAIL,line comment 221,100.99
319,36,8,6,16,19354.14,0,0.02,N,O,10/26/1998,5/10/1995,4/15/1996,NONE,FOB,line comment 222,100.99
1063,39,3,7,27,86559.24,0.08,0.02,R,O,12/17/1994,10/28/1994,5/3/1993,TAKE BACK RETURN,MAIL,line comment 223,100.99
59,7,6,1,20,42900.23,0.06,0.04,N,F,8/8/1996,5/21/1993,8/15/1994,TAKE BACK RETURN,RAIL,line comment 224,100.99
31,90,4,2,35,40130.68,0.02,0.02,N,F,2/15/1994,9/29/1993,4/6/1994,TAKE BACK RETURN,TRUCK,line comment 225,100.99
638,122,8,3,27,89981.41,0.1,0.02,R,O,1/3/1993,8/15/1996,2/6/1997,DELIVER IN PERSON,TRUCK,line comment 226,100.99
1055,34,3,4,32,78804.2,0.04,0.02,N,O,6/18/1995,1/24/1994,7/13/1997,NONE,FOB,line comment 227,100.99
674,182,8,5,7,26889.48,0.05,0.02,A,F,5/18/1996,6/24/1994,9/5/1996,TAKE BACK RETURN,SHIP,line comment 228,100.99
406,47,1,6,43,16010.24,0,0.06,N,O,7/16/1993,9/2/1995,10/26/1994,TAKE BACK RETURN,SHIP,line comment 229,100.99
1288,148,7,7,1,60425.62,0.1,0.04,R,O,2/9/1995,1/31/1998,12/13/1995,TAKE BACK RETURN,RAIL,line comment 230,100.99
523,88,8,1,48,29961.71,0.06,0.04,A,F,2/3/1995,1/31/1994,11/3/1996,NONE,RAIL,line comment 231,100.99
194,59,8,2,24,45278.84,0,0.08,N,O,6/2/1994,4/26/1996,6/2/1994,NONE,SHIP,line comment 232,100.99
815,131,4,3,29,46282.88,0.01,0.08,N,O,1/18/1995,3/10/1993,3/25/1995,NONE,FOB,line comment 233,100.99
1105,59,9,4,39,82052.52,0,0.08,N,F,1/25/1997,10/13/1994,2/15/1994,COLLECT COD,REG AIR,line comment 234,100.99
415,72,1,5,41,90272.79,0.04,0.02,R,F,10/3/1997,5/16/1997,11/8/1998,TAKE BACK RETURN,TRUCK,line comment 235,100.99
515,182,9,6,30,34395.91,0.05,0,A,F,11/3/1993,5/6/1995,10/1/1993,DELIVER IN PERSON,AIR,line comment 236,100.99
802,41,7,7,27,15498.56,0.1,0.02,R,O,9/21/1995,10/16/1995,12/6/1996,DELIVER IN PERSON,MAIL,line comment 237,100.99
422,114,3,1,18,15512.82,0.08,0,A,F,9/14/1994,9/3/1996,2/14/1993,DELIVER IN PERSON,FOB,line comment 238,100.99
612,32,9,2,20,55447.27,0.1,0.02,A,F,12/1/1997,9/22/1994,10/16/1993,NONE,SHIP,line comment 239,100.99
873,150,3,3,3,40595.25,0.05,0,A,F,3/26/1998,4/7/1996,7/10/1995,DELIVER IN PERSON,RAIL,line comment 240,100.99
1437,111,7,4,47,63675.04,0.06,0.02,N,O,7/19/1998,2/22/1996,2/4/1996,NONE,REG AIR,line comment 241,100.99
27,26,8,5,33,35114.73,0.05,0.04,N,F,12/7/1993,6/26/1995,11/12/1997,NONE,RAIL,line comment 242,100.99
1243,133,7,6,50,86872.44,0.1,0.08,N,O,3/20/1997,2/8/1994,1/24/1994,DELIVER IN PERSON,AIR,line comment 243,100.99
712,166,8,7,16,38430.92,0.08,0.06,R,O,6/13/1993,6/22/1997,11/4/1997,DELIVER IN PERSON,MAIL,line comment 244,100.99
845,8,8,1,37,19705.76,0.06,0,R,F,4/12/1996,11/10/1996,12/14/1996,COLLECT COD,SHIP,line comment 245,100.99
329,54,9,2,29,82445,0.06,0.06,A,F,12/14/1995,7/2/1997,11/28/1996,COLLECT COD,AIR,line comment 246,100.99
649,79,2,3,32,90034.05,0.06,0.04,A,O,7/22/1995,7/22/1997,7/5/1996,TAKE BACK RETURN,REG AIR,line comment 247,100.99
719,87,8,4,12,79620.53,0.04,0.04,R,O,6/12/1998,11/22/1994,8/15/1996,DELIVER IN PERSON,RAIL,line comment 248,100.99
816,159,2,5,13,61441.16,0.05,0.08,N,O,12/30/1994,1/6/1994,7/16/1997,NONE,MAIL,line comment 249,100.99
789,27,5,6,46,36294.06,0.06,0.06,A,O,6/29/1994,8/19/1996,7/10/1995,TAKE BACK RETURN,AIR,line comment 250,100.99
1013,58,4,7,3,26486.27,0.02,0.04,N,O,4/18/1993,12/9/1997,6/4/1995,COLLECT COD,RAIL,line comment 251,100.99
899,107,9,1,19,26254.92,0,0.08,A,O,6/3/1998,8/16/1997,2/2/1995,TAKE BACK RETURN,REG AIR,line comment 252,100.99
540,111,6,2,37,93359.26,0.08,0.04,R,O,1/30/1997,8/4/1996,1/2/1997,DELIVER IN PERSON,REG AIR,line comment 253,100.99
198,130,8,3,9,34368.99,0.04,0.08,A,F,6/12/1994,3/6/1994,7/23/1995,NONE,REG AIR,line comment 254,100.99
1177,14,8,4,45,68008.71,0.04,0.06,A,F,1/8/1996,7/30/1998,11/22/1997,DELIVER IN PERSON,MAIL,line comment 255,100.99
1447,38,2,5,2,59163.71,0,0.04,A,F,5/7/1998,9/25/1993,2/5/1996,NONE,REG AIR,line comment 256,100.99
812,56,8,6,2,75151.35,0.1,0.06,R,F,7/1/1994,9/15/1996,8/11/1995,TAKE BACK RETURN,MAIL,line comment 257,100.99
1459,194,6,7,50,57046.69,0.06,0,A,O,8/5/1993,10/18/1993,9/18/1993,TAKE BACK RETURN,REG AIR,line comment 258,100.99
372,8,8,1,11,77122.49,0.04,0.08,A,O,1/5/1995,9/21/1996,12/31/1993,DELIVER IN PERSON,TRUCK,line comment 259,100.99
1427,122,3,2,37,73831.62,0.08,0.06,R,O,4/11/1997,1/28/1994,6/28/1996,NONE,MAIL,line comment 260,100.99
378,67,7,3,46,45679.05,0.05,0.06,N,O,1/7/1994,12/9/1996,12/1/1993,NONE,TRUCK,line comment 261,100.99
1141,16,6,4,49,10683.6,0.05,0,N,O,9/7/1993,1/8/1993,12/8/1998,DELIVER IN PERSON,RAIL,line comment 262,100.99
143,45,4,5,21,40933.6,0,0.08,A,F,3/16/1997,1/15/1995,6/14/1995,NONE,RAIL,line comment 263,100.99
903,181,3,6,44,95857.55,0.06,0.08,A,O,12/26/1994,12/29/1997,5/5/1993,DELIVER IN PERSON,FOB,line comment 264,100.99
715,175,3,7,8,84889.66,0.05,0.04,A,O,3/18/1994,2/13/1994,8/1/1998,COLLECT COD,FOB,line comment 265,100.99
918,30,9,1,10,104673.43,0.06,0.06,N,F,5/12/1997,10/6/1995,2/6/1997,COLLECT COD,MAIL,line comment 266,100.99
121,123,10,2,32,20496.8,0.08,0,N,O,1/7/1997,8/5/1996,11/30/1998,TAKE BACK RETURN,AIR,line comment 267,100.99
918,196,4,3,35,67824.8,0.05,0.04,R,F,7/9/1994,7/14/1997,11/18/1997,TAKE BACK RETURN,RAIL,line comment 268,100.99
1249,100,5,4,32,3379.94,0.01,0.04,R,F,6/6/1998,8/14/1993,12/1/1998,DELIVER IN PERSON,MAIL,line comment 269,100.99
1095,8,1,5,6,32855.82,0.02,0.04,R,F,7/16/1993,2/11/1995,12/11/1996,DELIVER IN PERSON,AIR,line comment 270,100.99
1395,179,1,6,44,91809.03,0.02,0.08,N,O,2/27/1997,2/16/1998,1/31/1995,COLLECT COD,REG AIR,line comment 271,100.99
1170,164,10,7,21,8491.85,0.04,0.06,N,O,4/27/1995,4/12/1997,4/24/1995,DELIVER IN PERSON,SHIP,line comment 272,100.99
468,96,7,1,1,95002.38,0.06,0.02,N,O,5/17/1997,8/4/1994,10/6/1995,NONE,TRUCK,line comment 273,100.99
839,177,1,2,44,60264.66,0.05,0.02,R,F,1/22/1996,3/25/1997,2/14/1996,COLLECT COD,AIR,line comment 274,100.99
1426,197,8,3,50,51698.93,0,0.06,N,O,6/21/1993,10/16/1993,4/14/1994,DELIVER IN PERSON,MAIL,line comment 275,100.99
1395,184,7,4,32,7819.36,0.06,0.02,R,F,11/17/1995,3/12/1996,12/8/1995,DELIVER IN PERSON,AIR,line comment 276,100.99
412,33,9,5,8,41989.99,0.04,0,N,F,8/2/1998,5/16/1998,3/24/1994,DELIVER IN PERSON,MAIL,line comment 277,100.99
496,112,10,6,3,87583.51,0.02,0,R,F,10/4/1993,8/8/1994,12/16/1997,DELIVER IN PERSON,REG AIR,line comment 278,100.99
90,146,1,7,33,80684.52,0.04,0.02,N,F,7/26/1996,10/25/1995,12/20/1994,NONE,TRUCK,line comment 279,100.99
314,75,9,1,13,94707.61,0,0.06,N,O,4/6/1997,1/24/1995,3/8/1995,NONE,REG AIR,line comment 280,100.99
1233,136,5,2,47,46564.59,0.1,0,A,O,10/4/1995,8/11/1994,7/24/1996,DELIVER IN PERSON,RAIL,line comment 281,100.99
1483,83,6,3,44,7676.92,0,0.08,N,O,11/27/1994,3/2/1994,8/16/1995,DELIVER IN PERSON,TRUCK,line comment 282,100.99
460,196,1,4,1,59450.15,0.08,0.08,A,O,5/6/1994,3/23/1993,5/6/1998,TAKE BACK RETURN,SHIP,line comment 283,100.99
1255,65,6,5,44,64999.91,0.1,0.02,A,F,7/3/1998,5/17/1998,9/20/1994,TAKE BACK RETURN,FOB,line comment 284,100.99
527,42,6,6,24,24190.53,0.05,0.02,A,O,5/11/1997,11/4/1997,5/13/1996,COLLECT COD,RAIL,line comment 285,100.99
1284,91,4,7,30,43599.15,0.04,0.06,R,F,5/28/1994,9/8/1997,3/2/1998,TAKE BACK RETURN,TRUCK,line comment 286,100.99
273,186,9,1,25,49128.96,0.06,0.04,N,O,6/22/1997,6/8/1995,2/22/1995,COLLECT COD,AIR,line comment 287,100.99
768,165,5,2,47,69502.87,0.06,0.06,N,F,7/31/1997,8/2/1994,4/11/1998,DELIVER IN PERSON,FOB,line comment 288,100.99
445,87,9,3,42,47963.88,0.08,0,N,F,3/28/1995,10/21/1998,11/4/1997,COLLECT COD,TRUCK,line comment 289,100.99
560,191,10,4,2,73107.54,0.08,0.08,N,F,12/7/1994,3/22/1995,9/10/1994,TAKE BACK RETURN,SHIP,line comment 290,100.99
1251,196,10,5,30,26464.93,0.02,0.06,A,O,7/19/1996,2/2/1994,9/25/1993,DELIVER IN PERSON,RAIL,line comment 291,100.99
642,92,4,6,1,96643.87,0,0.04,A,O,1/4/1994,5/23/1995,6/13/1996,DELIVER IN PERSON,SHIP,line comment 292,100.99
1441,45,5,7,40,95507.01,0.1,0.06,R,O,10/18/1996,10/17/1994,9/15/1994,COLLECT COD,TRUCK,line comment 293,100.99
1434,72,4,1,8,56286.35,0.08,0.02,N,O,4/8/1998,12/28/1997,2/2/1994,DELIVER IN PERSON,MAIL,line comment 294,100.99
1201,177,6,2,25,50096.2,0.1,0.02,R,O,3/23/1993,1/7/1998,3/23/1993,TAKE BACK RETURN,REG AIR,line comment 295,100.99
142,46,3,3,37,36675.39,0.06,0,A,F,2/24/1997,6/1/1997,9/5/1994,DELIVER IN PERSON,AIR,line comment 296,100.99
727,155,8,4,43,21411.57,0.06,0.04,N,F,12/7/1993,11/24/1994,2/4/1997,NONE,MAIL,line comment 297,100.99
342,14,4,5,33,30059.58,0,0.06,A,F,7/28/1996,12/14/1995,1/13/1998,TAKE BACK RETURN,SHIP,line comment 298,100.99
1130,9,3,6,3,29288.64,0.1,0,A,O,9/25/1996,3/20/1993,5/24/1996,TAKE BACK RETURN,MAIL,line comment 299,100.99
688,94,9,7,31,40440.76,0,0.04,R,F,3/17/1997,11/2/1996,6/27/1994,NONE,REG AIR,line comment 300,100.99
171,116,2,1,17,58375.41,0.1,0.04,A,F,12/29/1995,9/16/1998,4/10/1994,DELIVER IN PERSON,AIR,line comment 301,100.99
363,96,2,2,9,84787.88,0.01,0.02,N,O,11/1/1993,12/24/1993,11/5/1993,DELIVER IN PERSON,REG AIR,line comment 302,100.99
320,150,8,3,1,77533.19,0.06,0.08,A,F,10/16/1993,3/10/1994,5/15/1994,DELIVER IN PERSON,REG AIR,line comment 303,100.99
1471,24,1,4,9,21660.19,0.01,0.02,R,O,1/11/1994,5/12/1995,7/24/1993,DELIVER IN PERSON,TRUCK,line comment 304,100.99
1451,127,10,5,21,65978.25,0.04,0.06,A,O,3/20/1995,4/6/1998,3/25/1996,DELIVER IN PERSON,TRUCK,line comment 305,100.99
540,37,9,6,12,53714.16,0.01,0.02,A,O,3/21/1995,5/23/1994,11/7/1993,COLLECT COD,MAIL,line comment 306,100.99
1302,152,5,7,21,79591.58,0.04,0.02,A,F,6/5/1997,9/7/1998,3/15/1996,COLLECT COD,TRUCK,line comment 307,100.99
1342,175,5,1,17,86685.95,0.04,0.08,R,O,1/29/1993,9/22/1993,9/10/1993,DELIVER IN PERSON,TRUCK,line comment 308,100.99
164,173,8,2,23,94825.25,0,0.08,N,O,10/28/1997,7/28/1996,1/20/1997,DELIVER IN PERSON,FOB,line comment 309,100.99
984,95,8,3,17,76559.85,0.06,0.06,R,F,1/6/1997,7/7/1996,2/19/1995,COLLECT COD,FOB,line comment 310,100.99
946,84,7,4,11,5342.88,0.06,0.06,R,F,3/20/1998,1/27/1998,9/18/1994,COLLECT COD,REG AIR,line comment 311,100.99
782,162,3,5,49,41017.95,0,0.02,R,F,7/21/1996,2/27/1993,11/15/1997,COLLECT COD,MAIL,line comment 312,100.99
802,121,3,6,38,99335.77,0.04,0,R,F,3/9/1993,3/22/1995,3/30/1993,TAKE BACK RETURN,TRUCK,line comment 313,100.99
997,156,8,7,11,32481.48,0.05,0.02,R,F,2/18/1995,10/17/1994,6/20/1998,DELIVER IN PERSON,SHIP,line comment 314,100.99
290,61,9,1,7,7861.58,0.06,0.06,R,O,3/31/1996,9/2/1997,7/3/1998,DELIVER IN PERSON,SHIP,line comment 315,100.99
1253,32,10,2,41,17402.58,0.05,0.08,N,F,10/24/1997,10/29/1996,3/10/1997,COLLECT COD,SHIP,line comment 316,100.99
758,107,4,3,37,101873.31,0.01,0,N,F,1/6/1998,8/15/1995,7/4/1996,TAKE BACK RETURN,AIR,line comment 317,100.99
660,162,10,4,18,58647.31,0.06,0.02,N,O,6/5/1994,10/18/1995,6/25/1998,TAKE BACK RETURN,RAIL,line comment 318,100.99
1278,83,2,5,21,54065.44,0.01,0.06,A,F,8/31/1994,3/11/1998,12/26/1995,DELIVER IN PERSON,TRUCK,line comment 319,100.99
121,122,4,6,25,81791.93,0.05,0.02,N,O,1/30/1997,9/2/1996,12/29/1996,TAKE BACK RETURN,FOB,line comment 320,100.99
1239,138,4,7,10,82442.35,0.06,0.06,A,O,7/10/1996,5/9/1994,4/25/1996,DELIVER IN PERSON,REG AIR,line comment 321,100.99
867,180,1,1,13,55370.4,0.05,0.02,R,F,3/21/1997,4/17/1995,8/14/1994,NONE,RAIL,line comment 322,100.99
953,199,3,2,2,68702.62,0.08,0,R,F,2/18/1997,10/5/1994,12/25/1997,NONE,RAIL,line comment 323,100.99
584,42,10,3,18,48340.89,0.04,0.08,N,F,1/31/1998,3/11/1993,5/23/1994,DELIVER IN PERSON,AIR,line comment 324,100.99
1476,97,9,4,21,58395.44,0.06,0.02,N,F,7/15/1996,8/19/1996,6/9/1997,COLLECT COD,SHIP,line comment 325,100.99
1159,194,10,5,40,87893.43,0,0.04,N,O,8/20/1996,6/25/1994,7/28/1998,DELIVER IN PERSON,RAIL,line comment 326,100.99
738,92,6,6,9,16670.85,0.02,0.02,N,F,1/12/1994,11/8/1996,10/12/1993,TAKE BACK RETURN,TRUCK,line comment 327,100.99
1123,23,4,7,35,7366.75,0.08,0.06,R,O,9/27/1994,4/18/1994,12/5/1995,COLLECT COD,MAIL,line comment 328,100.99
981,11,1,1,4,67987.13,0,0,N,O,7/13/1995,9/18/1994,7/18/1994,NONE,SHIP,line comment 329,100.99
594,127,1,2,25,79557.96,0.08,0,A,F,9/21/1998,10/6/1993,6/14/1993,COLLECT COD,FOB,line comment 330,100.99
1438,21,10,3,3,22629.45,0.1,0,R,O,12/2/1996,6/15/1997,5/22/1995,COLLECT COD,FOB,line comment 331,100.99
1047,100,3,4,1,96126.63,0.05,0.04,N,F,3/14/1997,10/2/1996,3/13/1995,NONE,SHIP,line comment 332,100.99
913,155,9,5,26,13299.4,0.05,0.06,R,O,4/29/1993,1/28/1995,4/7/1994,DELIVER IN PERSON,TRUCK,line comment 333,100.99
1413,173,4,6,7,78189.74,0.04,0.02,A,F,5/8/1996,1/18/1997,3/15/1998,DELIVER IN PERSON,REG AIR,line comment 334,100.99
49,80,1,7,41,24811.74,0.05,0.02,N,O,9/25/1998,9/29/1996,4/26/1995,TAKE BACK RETURN,REG AIR,line comment 335,100.99
1007,123,9,1,25,75812.8,0.1,0.06,A,F,11/8/1994,10/15/1995,11/15/1993,DELIVER IN PERSON,RAIL,line comment 336,100.99
622,114,7,2,2,65335.74,0,0.04,A,O,1/1/1993,2/3/1994,8/8/1993,NONE,MAIL,line comment 337,100.99
574,107,1,3,42,20751.23,0.08,0.04,R,O,11/8/1993,5/7/1994,5/22/1996,COLLECT COD,SHIP,line comment 338,100.99
976,45,1,4,30,97679.58,0.04,0,N,O,5/5/1993,8/20/1995,2/8/1998,NONE,SHIP,line comment 339,100.99
442,17,7,5,2,74034.32,0.1,0,A,F,9/20/1994,5/3/1993,6/2/1993,TAKE BACK RETURN,TRUCK,line comment 340,100.99
1345,17,5,6,30,43812.74,0,0.08,A,F,6/30/1993,5/17/1998,4/11/1995,NONE,RAIL,line comment 341,100.99
4,167,1,7,43,29197.69,0.04,0.02,A,F,1/9/1998,6/25/1998,8/7/1995,DELIVER IN PERSON,SHIP,line comment 342,100.99
1116,42,6,1,24,10099.68,0.06,0.06,A,F,4/20/1998,8/20/1994,8/6/1996,NONE,TRUCK,line comment 343,100.99
599,38,8,2,12,61271.04,0.06,0.06,A,F,11/24/1996,1/15/1997,11/4/1997,DELIVER IN PERSON,FOB,line comment 344,100.99
924,193,9,3,17,92960.56,0.06,0.04,A,O,3/27/1998,6/25/1993,11/7/1996,COLLECT COD,FOB,line comment 345,100.99
422,178,7,4,22,57108.96,0.02,0.08,N,F,7/26/1994,4/4/1994,8/16/1998,DELIVER IN PERSON,FOB,line comment 346,100.99
465,176,6,5,7,60777.09,0.05,0.08,R,O,11/6/1994,8/26/1996,3/10/1997,TAKE BACK RETURN,FOB,line comment 347,100.99
836,177,2,6,43,86154.5,0.04,0.08,N,F,12/9/1996,9/30/1994,2/11/1995,DELIVER IN PERSON,AIR,line comment 348,100.99
1424,79,4,7,33,84133.26,0.1,0.02,R,F,10/23/1993,5/8/1995,1/31/1994,COLLECT COD,RAIL,line comment 349,100.99
1394,19,2,1,2,4135.69,0.01,0.02,R,F,1/31/1995,5/3/1994,9/25/1997,NONE,REG AIR,line comment 350,100.99
768,54,5,2,26,1999.65,0.05,0.04,R,F,5/8/1997,6/21/1993,7/6/1998,DELIVER IN PERSON,TRUCK,line comment 351,100.99
1104,198,2,3,21,37473.26,0.05,0.06,R,F,4/21/1997,7/2/1998,4/22/1993,TAKE BACK RETURN,RAIL,line comment 352,100.99
1114,24,2,4,32,79879.1,0.01,0.06,N,O,10/30/1995,2/6/1998,4/5/1997,NONE,MAIL,line comment 353,100.99
1132,199,8,5,39,103285.23,0,0.04,N,F,6/22/1996,1/24/1994,2/12/1993,COLLECT COD,FOB,line comment 354,100.99
372,119,5,6,44,82145.87,0.1,0,A,F,8/19/1998,7/19/1993,11/4/1995,DELIVER IN PERSON,REG AIR,line comment 355,100.99
82,75,10,7,34,51998.85,0.1,0.04,R,F,10/29/1994,3/26/1994,9/27/1994,DELIVER IN PERSON,MAIL,line comment 356,100.99
772,12,5,1,31,51494.05,0,0.06,N,O,12/25/1994,10/24/1996,7/14/1998,COLLECT COD,REG AIR,line comment 357,100.99
286,34,10,2,29,85015.95,0.01,0,A,O,11/5/1994,11/30/1997,7/26/1998,NONE,AIR,line comment 358,100.99
858,122,1,3,45,45638.74,0.06,0.08,R,F,3/12/1994,9/26/1997,10/2/1993,DELIVER IN PERSON,RAIL,line comment 359,100.99
1039,63,3,4,17,92233.12,0.06,0.06,N,O,7/2/1997,10/26/1994,12/20/1993,COLLECT COD,REG AIR,line comment 360,100.99
979,18,3,5,13,47316.93,0.06,0.08,A,F,12/14/1995,4/20/1994,6/12/1993,COLLECT COD,MAIL,line comment 361,100.99
123,131,1,6,10,32150.7,0.08,0,N,F,3/4/1997,12/14/1998,2/6/1993,NONE,AIR,line comment 362,100.99
387,170,8,7,9,34147.01,0.04,0.06,R,F,5/25/1995,5/28/1995,2/10/1994,COLLECT COD,TRUCK,line comment 363,100.99
1045,38,2,1,36,66804.91,0.01,0.02,R,O,6/5/1994,11/6/1994,10/9/1995,TAKE BACK RETURN,AIR,line comment 364,100.99
123,193,7,2,41,38537.23,0.04,0.04,N,F,7/23/1997,6/5/1997,4/24/1993,COLLECT COD,REG AIR,line comment 365,100.99
261,123,10,3,47,97747.66,0.08,0.06,A,F,7/10/1995,10/7/1994,9/16/1995,NONE,TRUCK,line comment 366,100.99
1151,22,3,4,50,8709.52,0,0.06,A,O,9/29/1993,2/22/1997,2/11/1996,TAKE BACK RETURN,SHIP,line comment 367,100.99
632,121,9,5,30,68549.86,0.06,0.04,R,F,9/1/1996,7/17/1994,4/7/1998,NONE,RAIL,line comment 368,100.99
1263,162,2,6,45,51850.74,0.06,0.08,R,F,10/19/1998,1/17/1996,3/29/1996,COLLECT COD,SHIP,line comment 369,100.99
393,86,9,7,21,95295.99,0.04,0.04,A,F,6/8/1996,2/15/1996,12/17/1995,TAKE BACK RETURN,REG AIR,line comment 370,100.99
1408,176,6,1,43,20498.11,0.02,0.04,A,F,2/18/1995,4/18/1995,3/11/1998,COLLECT COD,RAIL,line comment 371,100.99
1225,163,6,2,47,76101.36,0.05,0.02,N,F,4/23/1995,3/16/1997,10/4/1995,TAKE BACK RETURN,TRUCK,line comment 372,100.99
300,66,10,3,46,29070.55,0.1,0.08,N,F,10/30/1996,5/25/1994,3/23/1997,TAKE BACK RETURN,RAIL,line comment 373,100.99
1128,150,5,4,5,20557.97,0.05,0.06,A,F,2/6/1998,3/27/1995,12/25/1995,DELIVER IN PERSON,TRUCK,line comment 374,100.99
793,81,2,5,41,103045.54,0.01,0.06,N,O,11/26/1997,5/19/1994,1/20/1997,DELIVER IN PERSON,RAIL,line comment 375,100.99
1407,109,4,6,5,29758.89,0.05,0.02,N,O,1/28/1994,2/10/1993,4/2/1994,NONE,FOB,line comment 376,100.99
452,159,10,7,47,29739.93,0.08,0.02,A,F,8/3/1995,12/19/1996,8/27/1995,COLLECT COD,RAIL,line comment 377,100.99
417,139,10,1,36,61677.69,0.04,0.02,N,O,4/19/1997,1/9/1994,1/10/1996,TAKE BACK RETURN,RAIL,line comment 378,100.99
942,157,3,2,7,26516.38,0.08,0.02,N,O,9/19/1995,2/19/1996,3/16/1994,DELIVER IN PERSON,MAIL,line comment 379,100.99
476,26,2,3,43,32998.83,0.08,0.06,R,F,5/25/1995,12/18/1997,9/8/1994,TAKE BACK RETURN,AIR,line comment 380,100.99
421,173,8,4,40,79009.73,0,0.08,R,F,1/18/1996,8/12/1996,3/26/1993,TAKE BACK RETURN,FOB,line comment 381,100.99
764,37,2,5,40,41261.06,0.1,0.08,A,F,4/22/1995,11/21/1994,7/13/1997,COLLECT COD,MAIL,line comment 382,100.99
473,98,10,6,21,37657.27,0.05,0.02,R,O,4/5/1996,9/27/1995,9/22/1993,TAKE BACK RETURN,REG AIR,line comment 383,100.99
42,126,7,7,2,41361.91,0.06,0.04,A,F,4/10/1997,10/4/1997,1/2/1994,TAKE BACK RETURN,SHIP,line comment 384,100.99
